name,position,entries,ownership,slate_date,contest,projected_ownership,salary,proj
Teoscar Hernandez,OF,780,0.10975094976783453,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.2136298599121734,4600.0,9.83275032043457
Tommy Edman,2B,771,0.10848459265512875,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.1129008740175392,4700.0,8.686875343322754
Ronald Acuna Jr.,OF,738,0.10384128324187421,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0856077249872393,5800.0,9.841875076293944
Carter Jensen,C,675,0.09497678345293373,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0625734417290902,4500.0,8.64162540435791
Lawrence Butler,OF,670,0.09427325172365274,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0422711155825054,3500.0,7.047249794006348
Ceddanne Rafaela,OF,659,0.09272548191923456,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0728411011864404,4500.0,8.866374969482422
Jac Caglianone,1B,650,0.09145912480652878,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0547422471077439,5000.0,8.358124732971191
Caleb Durbin,3B,640,0.0900520613479668,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0639366075225713,3500.0,7.527124881744385
Jorge Polanco,2B,639,0.0899113550021106,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0264226226330727,2100.0,6.291749954223633
Isaac Collins,OF,625,0.08794146616012383,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0501026739029848,3000.0,6.586625099182129
Maikel Garcia,3B,616,0.08667510904741804,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0521486244032616,4200.0,7.545000076293945
Kyle Isbel,OF,609,0.08569016462642465,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0454267579115725,2500.0,5.946249961853027
Francisco Lindor,SS,603,0.08484592655128746,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0384852024975311,4500.0,8.287375450134277
Mike Yastrzemski,OF,599,0.08428310116786267,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0606102673501959,3000.0,7.868249893188477
Jared Triolo,SS,593,0.08343886309272548,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0318862817973637,2400.0,6.855500221252441
Michael Massey,2B,589,0.08287603770930069,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.038609592723605,3600.0,6.339125156402588
Walker Buehler,P,565,0.07949908540875193,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.1188860810298954,6500.0,10.817984580993652
Nick Sogard,2B,558,0.07851414098775855,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0458992762339632,3100.0,7.97100019454956
Luke Keaschall,OF,558,0.07851414098775855,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0452033557709868,3400.0,7.08537483215332
Jared Triolo,3B,545,0.07668495849162797,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0318862817973637,2400.0,6.855500221252441
Zach McKinstry,OF,538,0.07570001407063459,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0397513057900014,2800.0,6.750249862670898
Andruw Monasterio,SS,534,0.0751371886872098,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0493810202623591,3300.0,8.009750366210938
Jordan Beck,OF,522,0.07344871253693541,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0650237972052194,3000.0,7.501625061035156
Jeff McNeil,2B,514,0.07232306177008584,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0326087511103496,3300.0,7.079124927520752
Luis Castillo,P,509,0.07161953004080485,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.1570584500893794,7800.0,11.656925201416016
Esmerlyn Valdez,OF,507,0.07133811734909244,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0559081818917508,4100.0,8.58637523651123
Eli White,OF,505,0.07105670465738005,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0550299238771463,2400.0,7.062125205993652
Willson Contreras,1B,499,0.07021246658224285,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.05641455947852,4700.0,9.290249824523926
Randal Grichuk,OF,498,0.07007176023638666,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.040405870615786,3100.0,8.047249794006348
Vinnie Pasquantino,1B,484,0.06810187139439988,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0523168075425684,4000.0,8.319125175476074
Ozzie Albies,2B,483,0.06796116504854369,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.042124425277231,4200.0,7.096250057220459
Corbin Carroll,OF,464,0.06528774447727592,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0690768381992876,5300.0,9.506875038146973
Austin Riley,3B,433,0.060925847755733786,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0643478600880447,3900.0,7.151625156402588
Byron Buxton,OF,431,0.06064443506402139,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0667892617905181,5200.0,8.9037504196167
Wilyer Abreu,OF,428,0.060222316026452796,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0725080525568811,5100.0,8.829625129699707
Geraldo Perdomo,SS,427,0.060081609680596594,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0462470616682824,4100.0,8.465999603271484
Henry Bolte,OF,426,0.0599409033347404,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0341659426192604,3400.0,6.2648749351501465
Chase Meidroth,2B,422,0.059378077951315604,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0310868929928596,3900.0,7.813499927520752
Jared Young,1B,410,0.057689601801041226,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0306256474893525,2700.0,7.179749965667725
Martin Perez,P,408,0.05740818910932883,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.1026054597341839,7300.0,12.766205787658691
Pete Crow-Armstrong,OF,402,0.056563951034191644,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0577010051703251,6500.0,9.052749633789062
Jake Cronenworth,2B,394,0.055438300267342054,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0254361145427667,2800.0,6.658249855041504
Jorge Polanco,3B,385,0.054171943154636276,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0264226226330727,2100.0,6.291749954223633
Luis Robert Jr.,OF,361,0.05079499085408752,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0340161397781414,3400.0,6.512125015258789
Tommy Edman,OF,360,0.05065428450823132,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.1129008740175392,4700.0,8.686875343322754
Gabriel Moreno,C,357,0.050232165470662726,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0488328399997582,4300.0,8.798624992370605
Miguel Vargas,3B,356,0.05009145912480653,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0464391472337598,5200.0,8.345375061035156
Kaelen Culpepper,SS,348,0.04896580835795694,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0332913005631156,2700.0,6.098124980926514
Gleyber Torres,2B,344,0.048402982974532154,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0376067339431624,4100.0,8.005749702453613
Mauricio Dubon,SS,343,0.04826227662867595,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0442878279530252,3200.0,6.854125022888184
A.J. Ewing,OF,340,0.04784015759110736,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0382577051728005,3800.0,7.385749816894531
Colt Keith,3B,340,0.04784015759110736,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0517612750920528,3300.0,7.624750137329102
Carson Benge,OF,335,0.04713662586182637,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0386576447717382,4000.0,7.529500007629394
Jim Jarvis,SS,327,0.046010975094976786,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0329903385824699,2600.0,5.787749767303467
Rafael Flores Jr.,C,326,0.045870268749120584,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0334330894553084,3000.0,6.901500225067139
Adley Rutschman,C,319,0.044885324328127196,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0452143522903251,4000.0,7.585999965667725
Hao-Yu Lee,2B,315,0.04432249894470241,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0306150208700432,2900.0,6.824124813079834
Adael Amador,2B,307,0.04319684817785282,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0385149083631934,2700.0,6.116250038146973
Michael Busch,1B,296,0.04164907837343464,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0380815993310762,4500.0,8.181750297546387
Mitch Bratt,P,288,0.040523427606585054,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.1302407720384651,6700.0,9.074341773986816
Jake Rogers,C,283,0.039819895877304064,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0226174676622721,2600.0,5.63462495803833
Brenton Doyle,OF,271,0.038131419727029686,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0269845258693293,3300.0,6.156875133514404
Carlos Cortes,OF,268,0.037709300689461094,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0396141124301673,3100.0,6.843249797821045
Ian Happ,OF,263,0.037005768960180103,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0436076066064994,4300.0,7.353750228881836
Josh Bell,1B,255,0.03588011819333052,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0350798807971903,3600.0,6.4826250076293945
Tommy White,3B,254,0.03573941184747432,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0350684574018549,2500.0,5.475500106811523
Ryan Jeffers,C,253,0.03559870550161812,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0407096623772777,4700.0,7.729000091552734
Zack Gelof,3B,238,0.03348811031377515,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0528727517993451,4500.0,7.420374870300293
Dillon Dingler,C,233,0.03278457858449416,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0430160800630926,5500.0,8.216625213623047
Kevin McGonigle,SS,232,0.03264387223863796,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0419275889251731,5000.0,8.416999816894531
Mickey Gasper,C,221,0.031096102434219782,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0347961271941683,2600.0,6.176624774932861
Salvador Perez,1B,214,0.030111158013226398,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0509644227778375,3300.0,7.307125091552734
Mauricio Dubon,OF,211,0.029689038975657802,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0442878279530252,3200.0,6.854125022888184
Royce Lewis,2B,210,0.029548332629801603,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0335418017404523,4500.0,6.404624938964844
Jackson Merrill,OF,209,0.029407626283945405,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0337857111084847,4300.0,6.711249828338623
Gavin Sheets,OF,206,0.028985507246376812,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0343314675663747,2700.0,6.803500175476074
Seiya Suzuki,OF,204,0.028704094554664415,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.045969362182762,5500.0,7.408874988555908
Michael Conforto,OF,200,0.028141269171239623,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0280885096432769,3200.0,4.925624847412109
Nick Gonzales,2B,198,0.027859856479527226,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0277269079756853,3400.0,6.467249870300293
Jake McCarthy,OF,197,0.027719150133671027,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0896962840489457,5300.0,9.147500038146973
Luisangel Acuna,SS,195,0.027437737441958633,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0163983614422282,2500.0,4.7698750495910645
Brett Sullivan,C,192,0.027015618404390037,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0117190676396655,3400.0,0.0
Bryan Reynolds,OF,191,0.02687491205853384,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0406185754569898,4900.0,7.131875038146973
Alika Williams,SS,189,0.026593499366821444,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0080318264623122,2300.0,0.0
Fernando Tatis Jr.,OF,189,0.026593499366821444,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0383376086485671,5400.0,7.715624809265137
Ildemaro Vargas,2B,188,0.026452793020965246,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0340257410496209,3700.0,6.571750164031982
Zack Gelof,OF,188,0.026452793020965246,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0528727517993451,4500.0,7.420374870300293
Bailey Ober,P,186,0.026171380329252848,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.115864607410165,7000.0,9.252140045166016
Henry Davis,C,184,0.025889967637540454,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0242952161363834,2300.0,4.867000102996826
Bo Bichette,3B,184,0.025889967637540454,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0438014957208415,4300.0,7.44474983215332
Maikel Garcia,SS,184,0.025889967637540454,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0521486244032616,4200.0,7.545000076293945
Jordan Lawlar,OF,184,0.025889967637540454,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0113212719957991,3000.0,0.0
Ezequiel Tovar,SS,179,0.02518643590825946,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0476353661905081,3100.0,6.59737491607666
Nick Yorke,3B,177,0.024905023216547067,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.033035080611921,2000.0,5.210875034332275
Hao-Yu Lee,3B,172,0.024201491487266077,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0306150208700432,2900.0,6.824124813079834
Munetaka Murakami,1B,171,0.024060785141409878,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0367518916159212,5400.0,9.068249702453612
Willi Castro,3B,170,0.02392007879555368,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0559642168079786,4400.0,7.921999931335449
Tim Tawa,OF,166,0.023357253412128888,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0320994283503492,2900.0,6.67912483215332
Alika Williams,2B,165,0.02321654706627269,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0080318264623122,2300.0,0.0
Connor Norby,2B,164,0.02307584072041649,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0423860948770618,3200.0,6.584000110626221
Francisco Alvarez,C,163,0.022935134374560292,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0276607266592931,3500.0,6.606625080108643
Max Clark,OF,163,0.022935134374560292,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0367469462696735,3800.0,6.451499938964844
Nick Yorke,1B,160,0.0225130153369917,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.033035080611921,2000.0,5.210875034332275
Brooks Lee,3B,160,0.0225130153369917,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0430332433607151,3600.0,5.856625080108643
Brayan Bello,P,158,0.022231602645279302,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0015,6800.0,0.0
Cole Carrigg,SS,157,0.022090896299423103,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0693890847213231,4800.0,8.732125282287598
Brian Serven,C,157,0.022090896299423103,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0287832598728954,2800.0,5.787125110626221
Marcus Semien,2B,152,0.021387364570142113,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0257049090714142,3400.0,6.099874973297119
Alex Bregman,3B,152,0.021387364570142113,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0511115923556869,4900.0,7.57212495803833
Kevin McGonigle,3B,151,0.021246658224285914,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0419275889251731,5000.0,8.416999816894531
Nico Hoerner,2B,151,0.021246658224285914,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0222784336010179,4300.0,5.043749809265137
Cole Carrigg,OF,141,0.019839594765723934,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0693890847213231,4800.0,8.732125282287598
Manny Machado,3B,138,0.019417475728155338,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0419054848342564,4700.0,7.218124866485596
Luis Campusano,C,135,0.018995356690586745,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0290171753616311,3200.0,7.242499828338623
Ty France,1B,126,0.017728999577880964,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.030977251331524,3900.0,7.531750202178955
Pedro Ramirez,3B,125,0.017588293232024765,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0261308597130109,3800.0,6.1867499351501465
Connor Norby,1B,124,0.017447586886168567,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0423860948770618,3200.0,6.584000110626221
Braden Montgomery,OF,123,0.017306880540312368,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0286997345525914,3800.0,6.3313751220703125
Tommy White,1B,122,0.01716617419445617,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0350684574018549,2500.0,5.475500106811523
Jeff McNeil,1B,121,0.01702546784859997,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0326087511103496,3300.0,7.079124927520752
Alec Gamboa,P,120,0.016884761502743775,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0862953428764242,4000.0,9.646541595458984
Xander Bogaerts,SS,109,0.015336991698325595,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0212339996606652,3200.0,5.657625198364258
Miguel Vargas,1B,108,0.015196285352469396,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0464391472337598,5200.0,8.345375061035156
Jake Mangum,OF,103,0.014492753623188406,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.030264739829101,3800.0,5.923500061035156
Javier Baez,SS,102,0.014352047277332207,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.026547150605373,3000.0,5.94112491607666
Ketel Marte,2B,102,0.014352047277332207,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0559024709535259,4800.0,9.078874588012695
Donovan Walton,SS,101,0.01421134093147601,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0308649300979762,3000.0,6.574874877929688
Pedro Ramirez,2B,98,0.013789221893907416,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0261308597130109,3800.0,6.1867499351501465
Carmen Mlodzinski,P,96,0.013507809202195019,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.1085821113598709,6300.0,11.217206001281738
Nick Gonzales,3B,95,0.013367102856338822,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0277269079756853,3400.0,6.467249870300293
Rafael Flores Jr.,1B,94,0.013226396510482623,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0334330894553084,3000.0,6.901500225067139
Nick Sogard,1B,94,0.013226396510482623,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0458992762339632,3100.0,7.97100019454956
Tim Tawa,1B,90,0.01266357112705783,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0320994283503492,2900.0,6.67912483215332
Alan Roden,OF,87,0.012241452089489235,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0338051265434694,2500.0,5.25600004196167
Kody Clemens,2B,86,0.012100745743633038,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.033511650485483,4600.0,6.31374979019165
Jose Fernandez,3B,85,0.01196003939777684,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0125129481297489,3300.0,0.0
Carson Kelly,C,78,0.010975094976783452,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0078737713483102,3600.0,0.0
Willi Castro,2B,78,0.010975094976783452,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0559642168079786,4400.0,7.921999931335449
Brandon Lowe,2B,77,0.010834388630927255,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0306013291580145,5100.0,6.34012508392334
Mason Barnett,P,74,0.01041226959335866,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.1265991173252431,6000.0,9.724977493286133
Royce Lewis,1B,70,0.009849444209933868,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0335418017404523,4500.0,6.404624938964844
TJ Rumfield,1B,66,0.009286618826509076,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0519543100639744,4800.0,7.949749946594238
Donovan Walton,2B,65,0.009145912480652878,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0308649300979762,3000.0,6.574874877929688
Tomoyuki Sugano,P,62,0.008723793443084283,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.1687072956767043,5500.0,4.735942840576172
Ryan Waldschmidt,OF,59,0.008301674405515689,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0385324916576036,3000.0,6.470375061035156
Lars Nootbaar,OF,57,0.008020261713803293,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0113241715420092,3300.0,0.0
Javier Baez,OF,55,0.007738849022090897,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.026547150605373,3000.0,5.94112491607666
Kody Clemens,OF,54,0.007598142676234698,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.033511650485483,4600.0,6.31374979019165
James McCann,C,50,0.007035317292809906,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0088531421535465,3100.0,0.0
Luis Rengifo,OF,50,0.007035317292809906,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0234356495987909,3500.0,5.249374866485596
Nolan Arenado,3B,48,0.006753904601097509,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0670784842692911,4000.0,8.288249969482422
Ildemaro Vargas,1B,39,0.005487547488391726,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0340257410496209,3700.0,6.571750164031982
Sam Antonacci,2B,33,0.004643309413254538,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0213130940121202,4000.0,6.057125091552734
Sam Antonacci,OF,32,0.0045026030673983395,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0213130940121202,4000.0,6.057125091552734
Jacob Wilson,SS,20,0.0028141269171239624,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0363184055845604,4200.0,7.372250080108643
Jose Fernandez,1B,13,0.0018291824961305756,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0125129481297489,3300.0,0.0
Max Kepler,OF,9,0.001266357112705783,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0113261049853691,3500.0,0.0
Jahmai Jones,OF,6,0.0008442380751371887,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0131634981075434,2300.0,0.0
Eduardo Valencia,C,4,0.0005628253834247924,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0082094627027778,4600.0,0.0
Tyler Locklear,1B,4,0.0005628253834247924,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0251753159635418,2800.0,4.450250148773193
Jarren Duran,OF,4,0.0005628253834247924,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0131792385459816,3700.0,0.0
Hunter Goodman,C,3,0.00042211903756859433,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0818207014066453,5900.0,9.830124855041504
Colson Montgomery,3B,3,0.00042211903756859433,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0061231400864373,4300.0,0.0
Tyler Tolbert,OF,3,0.00042211903756859433,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0113829509750866,3100.0,0.0
Victor Caratini,C,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0089439850603649,2900.0,0.0
Spencer Torkelson,1B,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0095220117828334,4000.0,0.0
Gabriel Gonzalez,OF,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0114552757289886,2000.0,0.0
Brett Baty,2B,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.006282690961145,3000.0,0.0
Ben Malgeri,OF,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0103097007389246,2700.0,0.0
Gregory Soto,P,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0015,4000.0,0.0
Adrian Del Castillo,C,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0088523036854163,3000.0,0.0
Andrew Benintendi,OF,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.007737202592633,3600.0,0.0
Miguel Rojas,SS,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0248161553219499,3300.0,0.0
Tyler Tolbert,SS,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0113829509750866,3100.0,0.0
Miguel Amaya,C,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0219617176067019,3000.0,4.18524980545044
Jorge Barrosa,OF,2,0.0002814126917123962,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0113145092748624,2300.0,0.0
Dominic Smith,1B,1,0.0001407063458561981,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.011384891791312,3000.0,0.0
Aroldis Chapman,P,1,0.0001407063458561981,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0015,4000.0,0.0
Gabriel Arias,3B,1,0.0001407063458561981,2026-08-17,"MLB $6K Solo Shot (193891712, dg152195, settled)",0.0097317907661035,2600.0,0.0
