Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
417,5220780038,wardsound (2/4),0,86.6,1B Ty France 2B Luis Arraez 3B Nolan Arenado C Gabriel Moreno OF Esmerlyn Valdez OF Braden Montgomery OF Brett Bateman P Eury Perez P Ryan Weathers SS Francisco Lindor,,,
419,5220753642,spellcalvin95,0,86.55,1B Alec Bohm 2B Bryson Stott 3B Kevin McGonigle C J.T. Realmuto OF Brandon Marsh OF A.J. Ewing OF Justin Crawford P Dylan Cease P Ryan Weathers SS Javier Baez,,,
420,5220765384,TRUESandVOGUES (1/2),0,86.25,1B Miguel Vargas 2B Xavier Edwards 3B Bryson Stott C Adley Rutschman OF Heriberto Hernandez OF Jakob Marsee OF Brett Bateman P Sean Burke P Eury Perez SS Otto Lopez,,,
420,5220776793,goolie1228 (2/2),0,86.25,1B Spencer Torkelson 2B Travis Bazzana 3B Bo Bichette C Rafael Flores Jr. OF Byron Buxton OF Kody Clemens OF JJ Bleday P Christian Scott P Dean Kremer SS Otto Lopez,,,
420,5220782215,jhc1532,0,86.25,1B Jared Young 2B Xavier Edwards 3B Jose Ramirez C Rafael Flores Jr. OF Bryan Reynolds OF Jackson Merrill OF Chase DeLauter P Sean Burke P Eury Perez SS Andruw Monasterio,,,
420,5220784526,neterka (1/2),0,86.25,1B Jared Young 2B Brett Baty 3B Bryson Stott C Rafael Flores Jr. OF Byron Buxton OF Corbin Carroll OF Heriberto Hernandez P Sean Burke P Eury Perez SS Francisco Lindor,,,
424,5220780717,tvick,0,86.2,1B Michael Toglia 2B Matt McLain 3B Javier Sanoja C Agustin Ramirez OF Corbin Carroll OF Carson Benge OF A.J. Ewing P Dylan Cease P Sean Burke SS Otto Lopez,,,
424,5220785883,onthewaterfront1,0,86.2,1B Alec Bohm 2B Luis Arraez 3B Bryson Stott C Rafael Flores Jr. OF Wilyer Abreu OF Justin Crawford OF Brett Bateman P Dylan Cease P Sean Burke SS Otto Lopez,,,
426,5220763978,dhollomanr,0,85.95,1B Alec Bohm 2B Bryson Stott 3B Caleb Durbin C Rafael Flores Jr. OF Bryce Harper OF Byron Buxton OF Fernando Tatis Jr. P Tanner Bibee P Christian Scott SS Brayan Rocchio,,,
427,5220775067,Darkmen715 (6/17),0,85.9,1B Kyle Schwarber 2B Jorge Polanco 3B Charles McAdoo C Gabriel Moreno OF Bryce Harper OF Mike Yastrzemski OF Zach McKinstry P Dylan Cease P Drew Anderson SS CJ Abrams,,,
427,5220787686,SonOfDad (1/4),0,85.9,1B Tim Tawa 2B Ketel Marte 3B Jorge Polanco C Gabriel Moreno OF Corbin Carroll OF A.J. Ewing OF Luis Robert Jr. P Dylan Cease P Drew Anderson SS Francisco Lindor,,,
429,5220775485,Stree (5/12),0,85.6,1B Kyle Schwarber 2B Luis Arraez 3B Bryson Stott C Brian Navarreto OF Bryce Harper OF Esteury Ruiz OF Jakob Marsee P Eury Perez P Ryan Weathers SS Edmundo Sosa,,,
430,5220780023,golfrunner,0,85.55,1B Rafael Flores Jr. 2B Luis Arraez 3B Jorge Polanco C J.T. Realmuto OF Bryce Harper OF Brandon Marsh OF A.J. Ewing P Dylan Cease P Ryan Weathers SS Edmundo Sosa,,,
431,5220781831,Boneyball1018,0,85.4,1B Kyle Schwarber 2B Luis Arraez 3B Bryson Stott C Rafael Flores Jr. OF Bryce Harper OF Brandon Marsh OF Billy Cook P Casey Mize P Ryan Weathers SS Jared Triolo,,,
432,5220788072,d9144 (8/12),0,85.25,1B Josh Bell 2B Royce Lewis 3B Brooks Lee C Gabriel Moreno OF Byron Buxton OF Corbin Carroll OF Tim Tawa P Sean Burke P Eury Perez SS Kaelen Culpepper,,,
433,5220764123,etals61,0,85.2,1B Josh Bell 2B Jose Caballero 3B Eugenio Suarez C Gabriel Moreno OF A.J. Ewing OF Heliot Ramos OF Jacob Young P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
433,5220767295,miguelag08,0,85.2,1B Michael Toglia 2B Ketel Marte 3B Eugenio Suarez C Gabriel Moreno OF Corbin Carroll OF Javier Sanoja OF Tim Tawa P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
435,5220785908,bjjball44 (7/17),0,85.05,1B Michael Toglia 2B Matt McLain 3B Bryson Stott C Agustin Ramirez OF Corbin Carroll OF A.J. Ewing OF Heriberto Hernandez P Dylan Cease P Patrick Sandoval SS Elly De La Cruz,,,
436,5220775091,rjames47 (1/2),0,84.8,1B Munetaka Murakami 2B Sam Antonacci 3B Caleb Durbin C Drew Romo OF Ceddanne Rafaela OF A.J. Ewing OF George Springer P Dylan Cease P Michael Soroka SS Javier Baez,,,
437,5220769346,sdogg631,0,84.55,1B Sal Stewart 2B Ketel Marte 3B Brady House C Luis Torrens OF Fernando Tatis Jr. OF Chase DeLauter OF Brett Baty P Casey Mize P Christian Scott SS Francisco Lindor,,,
437,5220772020,bigdave55er,0,84.55,1B Abimelec Ortiz 2B Chase Meidroth 3B Jose Ramirez C Rafael Flores Jr. OF Bryce Harper OF Spencer Jones OF Steven Kwan P Casey Mize P Christian Scott SS Elly De La Cruz,,,
439,5220777243,camchris72 (1/5),0,84.25,1B Jared Young 2B Ketel Marte 3B Bo Bichette C Gabriel Moreno OF Corbin Carroll OF Luis Robert Jr. OF Jorge Barrosa P Sean Burke P Eury Perez SS Francisco Lindor,,,
439,5220777244,camchris72 (2/5),0,84.25,1B Jared Young 2B Ketel Marte 3B Bo Bichette C Gabriel Moreno OF Corbin Carroll OF Luis Robert Jr. OF Jorge Barrosa P Sean Burke P Eury Perez SS Francisco Lindor,,,
439,5220777245,camchris72 (3/5),0,84.25,1B Jared Young 2B Ketel Marte 3B Bo Bichette C Gabriel Moreno OF Corbin Carroll OF Luis Robert Jr. OF Jorge Barrosa P Sean Burke P Eury Perez SS Francisco Lindor,,,
439,5220777246,camchris72 (4/5),0,84.25,1B Jared Young 2B Ketel Marte 3B Bo Bichette C Gabriel Moreno OF Corbin Carroll OF Luis Robert Jr. OF Jorge Barrosa P Sean Burke P Eury Perez SS Francisco Lindor,,,
439,5220777247,camchris72 (5/5),0,84.25,1B Jared Young 2B Ketel Marte 3B Bo Bichette C Gabriel Moreno OF Corbin Carroll OF Luis Robert Jr. OF Jorge Barrosa P Sean Burke P Eury Perez SS Francisco Lindor,,,
439,5220777643,mtu992000,0,84.25,1B Jared Young 2B Royce Lewis 3B Bo Bichette C J.T. Realmuto OF Kody Clemens OF Carson Benge OF Luke Keaschall P Sean Burke P Ryan Weathers SS Francisco Lindor,,,
445,5220784450,bigfooteagle (2/2),0,83.75,1B Kyle Schwarber 2B Luis Arraez 3B Bryson Stott C Gabriel Moreno OF Bryce Harper OF Corbin Carroll OF Gavin Sheets P Bryce Elder P Andrew Painter SS Geraldo Perdomo,,,
446,5220764843,pdt13 (8/17),0,83.7,1B Jared Young 2B Sam Antonacci 3B Jorge Polanco C Drake Baldwin OF Byron Buxton OF Corbin Carroll OF Luis Robert Jr. P Christian Scott P Nick Lodolo SS Elly De La Cruz,,,
446,5220772601,NoLaws,0,83.7,1B Josh Bell 2B Royce Lewis 3B Bryson Stott C Victor Caratini OF Carson Benge OF Trevor Larnach OF Luke Keaschall P Dylan Cease P Christian Scott SS Francisco Lindor,,,
446,5220775488,Stree (8/12),0,83.7,1B Alec Bohm 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Byron Buxton OF Ceddanne Rafaela OF Justin Crawford P Dylan Cease P Christian Scott SS Andruw Monasterio,,,
449,5220754856,TattMoney (2/2),0,83.4,1B Kyle Schwarber 2B Luis Arraez 3B Bryson Stott C Henry Davis OF Bryce Harper OF Andrew Benintendi OF Billy Cook P Casey Mize P Ryan Weathers SS Colson Montgomery,,,
449,5220783125,Godfather2112,0,83.4,1B Ty France 2B Xavier Edwards 3B Bo Bichette C Adley Rutschman OF Ceddanne Rafaela OF Jackson Merrill OF Jake Mangum P Casey Mize P Ryan Weathers SS Javier Baez,,,
451,5220754543,AugleM212121,0,83.35,1B Munetaka Murakami 2B Nick Sogard 3B Jared Triolo C Ben Rice OF Bryan Reynolds OF Andrew Benintendi OF Mike Yastrzemski P Michael Soroka P Dean Kremer SS CJ Abrams,,,
452,5220774571,tngmtntnnjabortles,0,83.05,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Drew Romo OF Fernando Tatis Jr. OF Jackson Merrill OF A.J. Ewing P Dylan Cease P Patrick Sandoval SS Francisco Lindor,,,
453,5220784938,sportsfanatic89 (2/4),0,82.9,1B Tim Tawa 2B Ketel Marte 3B Jorge Polanco C Gabriel Moreno OF Corbin Carroll OF Carson Benge OF A.J. Ewing P Dylan Cease P Drew Anderson SS Francisco Lindor,,,
454,5220770588,iggywags2481,0,82.75,1B Matt Olson 2B Ozzie Albies 3B Caleb Durbin C Drake Baldwin OF Ronald Acuna Jr. OF Fernando Tatis Jr. OF Ceddanne Rafaela P Bryce Elder P Andrew Painter SS Jim Jarvis,,,
455,5220749467,Gronkowski69 (1/12),0,82.7,1B Michael Toglia 2B Matt McLain 3B Eugenio Suarez C Rafael Flores Jr. OF JJ Bleday OF Esmerlyn Valdez OF George Springer P Dylan Cease P Christian Scott SS Elly De La Cruz,,,
456,5220780747,FantasyCrusader (5/8),0,82.5,1B Jared Young 2B Brett Baty 3B Bryson Stott C Drake Baldwin OF Bryce Harper OF Carson Benge OF A.J. Ewing P Dylan Cease P Andrew Painter SS Francisco Lindor,,,
457,5220763800,jimmyq24,0,82.3,1B Kyle Schwarber 2B Kody Clemens 3B Jose Ramirez C Drake Baldwin OF George Springer OF Brett Baty OF TJ Friedl P Bryce Elder P Patrick Sandoval SS Francisco Lindor,,,
458,5220755701,HanginWitTubby,0,82.25,1B Jared Young 2B Gleyber Torres 3B Bryson Stott C Luis Torrens OF Bryce Harper OF Wilyer Abreu OF Ceddanne Rafaela P Sean Burke P Eury Perez SS Edmundo Sosa,,,
458,5220787685,mcniiick9 (1/2),0,82.25,1B Miguel Vargas 2B Sam Antonacci 3B Caleb Durbin C Rafael Flores Jr. OF Wilyer Abreu OF Kody Clemens OF Braden Montgomery P Sean Burke P Ryan Weathers SS Kaelen Culpepper,,,
458,5220787694,mcniiick9 (2/2),0,82.25,1B Miguel Vargas 2B Sam Antonacci 3B Caleb Durbin C Rafael Flores Jr. OF Wilyer Abreu OF Kody Clemens OF Braden Montgomery P Sean Burke P Ryan Weathers SS Kaelen Culpepper,,,
461,5220783031,dean78904 (3/6),0,82.1,1B Luis Garcia Jr. 2B Kody Clemens 3B Ryan McMahon C Ben Rice OF Trent Grisham OF A.J. Ewing OF Spencer Jones P Eury Perez P Dean Kremer SS Francisco Lindor,,,
462,5220760967,postalwolf,0,81.75,1B Josh Bell 2B Luis Arraez 3B Caleb Durbin C Adley Rutschman OF Bryce Harper OF Wilyer Abreu OF Steven Kwan P Ryan Weathers P Christian Scott SS George Lombard Jr.,,,
462,5220768747,jbeamr5,0,81.75,1B Royce Lewis 2B Chase Meidroth 3B Bo Bichette C Luis Torrens OF Byron Buxton OF Kody Clemens OF Carson Benge P Sean Burke P Dean Kremer SS Francisco Lindor,,,
464,5220770059,kyleorso (15/17),0,81.55,1B Nathaniel Lowe 2B Jose Caballero 3B Ryan McMahon C Henry Davis OF Trent Grisham OF Spencer Jones OF Jorge Barrosa P Dylan Cease P Eury Perez SS George Lombard Jr.,,,
464,5220777728,ametz15,0,81.55,1B Jared Young 2B Royce Lewis 3B Jared Triolo C Rafael Flores Jr. OF Carson Benge OF A.J. Ewing OF Mike Yastrzemski P Dylan Cease P Eury Perez SS CJ Abrams,,,
466,5220787867,taylorboy1,0,81.5,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Gabriel Moreno OF Sam Antonacci OF Braden Montgomery OF Daz Cameron P Sean Burke P Michael Soroka SS Geraldo Perdomo,,,
467,5220779887,jdwilliams1911,0,81.05,1B Nick Sogard 2B Ozzie Albies 3B Brooks Lee C Freddy Fermin OF Ronald Acuna Jr. OF Fernando Tatis Jr. OF A.J. Ewing P Sean Burke P Casey Mize SS Jose Caballero,,,
468,5220779215,cazdawg123,0,80.8,1B Kazuma Okamoto 2B Luis Arraez 3B Bo Bichette C James McCann OF Michael Harris II OF Ceddanne Rafaela OF Trent Grisham P Eury Perez P Tanner Bibee SS Colson Montgomery,,,
469,5220754303,rendonraiders,0,80.75,1B Josh Bell 2B Chase Meidroth 3B Caleb Durbin C Drake Baldwin OF Daylen Lile OF Carson Benge OF A.J. Ewing P Dylan Cease P Bryce Elder SS Jared Triolo,,,
470,5220769496,JGLspeaks (2/5),0,80.7,1B Tim Tawa 2B Ketel Marte 3B Bryson Stott C J.T. Realmuto OF Corbin Carroll OF Max Kepler OF Edmundo Sosa P Dylan Cease P Christian Scott SS Geraldo Perdomo,,,
471,5220784508,statis.official (10/12),0,80.25,1B Kyle Schwarber 2B Bryson Stott 3B Alec Bohm C J.T. Realmuto OF Esteury Ruiz OF Luke Keaschall OF Tim Tawa P Sean Burke P Eury Perez SS Francisco Lindor,,,
472,5220763758,GHROSS (5/6),0,80.1,1B Kyle Schwarber 2B Jorge Polanco 3B Nolan Arenado C James McCann OF Bryce Harper OF Ronald Acuna Jr. OF Fernando Tatis Jr. P Christian Scott P Drew Anderson SS Andruw Monasterio,,,
473,5220767734,psumav (5/13),0,80.05,1B Nathaniel Lowe 2B Ketel Marte 3B Nick Yorke C Gabriel Moreno OF Wilyer Abreu OF Corbin Carroll OF Max Kepler P Dylan Cease P Patrick Sandoval SS Geraldo Perdomo,,,
474,5220770054,kyleorso (10/17),0,79.7,1B Charles McAdoo 2B Jake Cronenworth 3B Leo Jimenez C Brian Navarreto OF Byron Buxton OF Fernando Tatis Jr. OF Ceddanne Rafaela P Dylan Cease P Christian Scott SS Elly De La Cruz,,,
475,5220770048,kyleorso (4/17),0,79.65,1B Kyle Schwarber 2B Ketel Marte 3B Eugenio Suarez C Agustin Ramirez OF Ronald Acuna Jr. OF Byron Buxton OF Corbin Carroll P Drew Anderson P Mason Miller SS Francisco Lindor,,,
476,5220770047,kyleorso (3/17),0,79.55,1B Nathaniel Lowe 2B Jose Caballero 3B Ryan McMahon C J.T. Realmuto OF Trent Grisham OF Dominic Smith OF Mike Yastrzemski P Dylan Cease P Eury Perez SS Xander Bogaerts,,,
476,5220770049,kyleorso (5/17),0,79.55,1B Nick Yorke 2B Travis Bazzana 3B Austin Riley C Henry Davis OF Spencer Jones OF Brett Bateman OF Myles Straw P Dylan Cease P Eury Perez SS Javier Baez,,,
478,5220766237,jbenne03,0,79.5,1B Kyle Schwarber 2B Luis Arraez 3B Bryson Stott C Gabriel Moreno OF Bryce Harper OF Corbin Carroll OF Brandon Marsh P Nick Lodolo P Andrew Painter SS George Lombard Jr.,,,
478,5220767732,psumav (3/13),0,79.5,1B Kyle Schwarber 2B Jorge Polanco 3B Bryson Stott C Drew Romo OF Bryce Harper OF Carson Benge OF A.J. Ewing P Dylan Cease P Andrew Painter SS Francisco Lindor,,,
478,5220772667,HIghtower83,0,79.5,1B Ty France 2B Jake Cronenworth 3B Caleb Durbin C Austin Hedges OF Fernando Tatis Jr. OF Luis Rengifo OF Brett Bateman P Dylan Cease P Nick Lodolo SS CJ Abrams,,,
478,5220786133,psumav (13/13),0,79.5,1B Kyle Schwarber 2B Jorge Polanco 3B Bryson Stott C Drew Romo OF Bryce Harper OF Carson Benge OF A.J. Ewing P Dylan Cease P Andrew Painter SS Francisco Lindor,,,
482,5220763725,Dennyban,0,79.2,1B Royce Lewis 2B Nick Sogard 3B Eugenio Suarez C Drew Romo OF Corbin Carroll OF Trent Grisham OF Sam Antonacci P Dylan Cease P Sean Burke SS Jared Triolo,,,
482,5220776279,dumbdodger (1/2),0,79.2,1B Kyle Schwarber 2B Luis Arraez 3B Ryan McMahon C Connor Wong OF George Springer OF Brett Baty OF Mike Yastrzemski P Dylan Cease P Sean Burke SS Francisco Lindor,,,
482,5220784685,dumbdodger (2/2),0,79.2,1B Kyle Schwarber 2B Luis Arraez 3B Ryan McMahon C Connor Wong OF George Springer OF Brett Baty OF Mike Yastrzemski P Dylan Cease P Sean Burke SS Francisco Lindor,,,
485,5220778345,Link2121,0,78.75,1B Spencer Torkelson 2B Chase Meidroth 3B Brooks Lee C Adley Rutschman OF Chase DeLauter OF Jarren Duran OF Brett Bateman P Dylan Cease P Bryce Elder SS Kevin McGonigle,,,
486,5220784502,statis.official (4/12),0,78.25,1B Kyle Schwarber 2B Bryson Stott 3B Alec Bohm C Victor Caratini OF Chase DeLauter OF Esteury Ruiz OF Luke Keaschall P Sean Burke P Eury Perez SS Francisco Lindor,,,
487,5220754310,coolbowler300,0,78.15,1B Josh Bell 2B Sam Antonacci 3B Bryson Stott C Keibert Ruiz OF Jackson Merrill OF Chase DeLauter OF Carson Benge P Dylan Cease P Jake Irvin SS Otto Lopez,,,
487,5220780126,mike419v,0,78.15,1B Kyle Schwarber 2B Bryson Stott 3B Miguel Vargas C Agustin Ramirez OF Bryce Harper OF Daylen Lile OF Tim Tawa P Jake Irvin P Andrew Painter SS CJ Abrams,,,
489,5220780050,Fridgeadair,0,77.9,1B Matt Olson 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Ronald Acuna Jr. OF Wilyer Abreu OF George Springer P Casey Mize P Patrick Sandoval SS Andres Gimenez,,,
490,5220764931,GHROSS (6/6),0,77.85,1B Ty France 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Corbin Carroll OF Ceddanne Rafaela OF Tim Tawa P Eury Perez P Michael Soroka SS George Lombard Jr.,,,
491,5220769349,oldschoolyankee,0,77.55,1B Luis Garcia Jr. 2B Ketel Marte 3B Ryan McMahon C Rafael Flores Jr. OF Trent Grisham OF George Springer OF Spencer Jones P Dylan Cease P Ryan Weathers SS George Lombard Jr.,,,
492,5220775484,Stree (4/12),0,77.5,1B Josh Bell 2B Royce Lewis 3B Brooks Lee C Victor Caratini OF Chase DeLauter OF Luke Keaschall OF Steven Kwan P Dylan Cease P Nick Lodolo SS CJ Abrams,,,
493,5220769475,DcSports89,0,76.55,1B Abimelec Ortiz 2B Ernie Clement 3B Brady House C Alejandro Kirk OF Daylen Lile OF George Springer OF Jacob Young P Dylan Cease P Eury Perez SS CJ Abrams,,,
494,5220751787,Wanna_Square_Up1567 (7/17),0,76.5,1B Michael Toglia 2B Ketel Marte 3B Manny Machado C Gabriel Moreno OF Corbin Carroll OF Jackson Merrill OF Jorge Barrosa P Dylan Cease P Nick Lodolo SS Geraldo Perdomo,,,
495,5220752889,GGHOSTMANH (15/17),0,76.35,1B Michael Toglia 2B Nick Sogard 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Ceddanne Rafaela OF Billy Cook P Dylan Cease P Casey Mize SS CJ Abrams,,,
496,5220778343,Bowzer636,0,76.3,1B Sal Stewart 2B Kody Clemens 3B Kazuma Okamoto C Drake Baldwin OF Carson Benge OF Trevor Larnach OF Heriberto Hernandez P Tanner Bibee P Patrick Sandoval SS Kevin McGonigle,,,
497,5220784506,statis.official (8/12),0,76.25,1B Munetaka Murakami 2B Bryson Stott 3B Nolan Arenado C Gabriel Moreno OF Esteury Ruiz OF Luke Keaschall OF Tim Tawa P Sean Burke P Eury Perez SS Francisco Lindor,,,
498,5220787993,BigWilburStyle (2/2),0,76.15,1B Kyle Schwarber 2B Bryson Stott 3B Charles McAdoo C Gabriel Moreno OF Byron Buxton OF George Springer OF Tim Tawa P Dylan Cease P Jake Irvin SS Geraldo Perdomo,,,
499,5220784449,bigfooteagle (1/2),0,75.75,1B Kyle Schwarber 2B Luis Arraez 3B Bryson Stott C Gabriel Moreno OF Bryce Harper OF Byron Buxton OF Gavin Sheets P Bryce Elder P Andrew Painter SS Geraldo Perdomo,,,
500,5220785751,TheHawkEntourage,0,75.7,1B Ty France 2B Ketel Marte 3B Jorge Polanco C Adley Rutschman OF Carson Benge OF A.J. Ewing OF Brett Baty P Dylan Cease P Christian Scott SS Francisco Lindor,,,
501,5220767735,psumav (6/13),0,75.55,1B Kyle Schwarber 2B Ketel Marte 3B Bryson Stott C Gabriel Moreno OF Bryce Harper OF Corbin Carroll OF Jorge Barrosa P Eury Perez P Andrew Painter SS Edmundo Sosa,,,
502,5220784670,pkellen (3/3),0,75.05,1B Miguel Vargas 2B Travis Bazzana 3B Jose Ramirez C Drew Romo OF Chase DeLauter OF Jo Adell OF Steven Kwan P Dylan Cease P Patrick Sandoval SS Colson Montgomery,,,
503,5220769809,bigmac70,0,75,1B Rhys Hoskins 2B Xavier Edwards 3B Austin Riley C Adley Rutschman OF Byron Buxton OF Wilyer Abreu OF Michael Harris II P Tanner Bibee P Bryce Elder SS Xander Bogaerts,,,
504,5220775768,brandonabk (1/4),0,74.6,1B Kyle Schwarber 2B Nick Sogard 3B Jorge Polanco C Ben Rice OF Carson Benge OF Steven Kwan OF Mike Yastrzemski P Eury Perez P Ryan Weathers SS Otto Lopez,,,
505,5220768822,becvark,0,73.8,1B Charles McAdoo 2B Kody Clemens 3B Brady House C Alejandro Kirk OF Dylan Crews OF Daylen Lile OF George Springer P Eury Perez P Bryce Elder SS CJ Abrams,,,
506,5220787130,KizrBr (3/5),0,73.7,1B Jared Young 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Corbin Carroll OF Ceddanne Rafaela OF Carson Benge P Dylan Cease P Christian Scott SS Andruw Monasterio,,,
507,5220788074,d9144 (10/12),0,73.6,1B Tim Tawa 2B Ozzie Albies 3B Nolan Arenado C Gabriel Moreno OF Corbin Carroll OF Michael Harris II OF Mike Yastrzemski P Eury Perez P Ryan Weathers SS Geraldo Perdomo,,,
508,5220751788,Wanna_Square_Up1567 (8/17),0,73.5,1B Michael Toglia 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Corbin Carroll OF Michael Harris II OF Mike Yastrzemski P Dylan Cease P Nick Lodolo SS Geraldo Perdomo,,,
508,5220785810,Jeter2333 (9/17),0,73.5,1B Jared Young 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Corbin Carroll OF Carson Benge OF A.J. Ewing P Dylan Cease P Andrew Painter SS Francisco Lindor,,,
510,5220755804,MnvKCfan02,0,73.4,1B Luis Garcia Jr. 2B Xavier Edwards 3B Kazuma Okamoto C Adley Rutschman OF Byron Buxton OF Jarren Duran OF George Springer P Sean Burke P Christian Scott SS George Lombard Jr.,,,
511,5220777429,bigkt007,0,73.2,1B Nathaniel Lowe 2B Sam Antonacci 3B Caleb Durbin C Gabriel Moreno OF Bryce Harper OF Ronald Acuna Jr. OF Luis Rengifo P Sean Burke P Andrew Painter SS Otto Lopez,,,
512,5220782206,tvielkin (7/7),0,72.7,1B Charles McAdoo 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Corbin Carroll OF Ceddanne Rafaela OF Jarren Duran P Dylan Cease P Christian Scott SS Geraldo Perdomo,,,
513,5220765795,jboehm,0,72.25,1B Tim Tawa 2B Luis Arraez 3B Caleb Durbin C Luis Torrens OF Ronald Acuna Jr. OF Corbin Carroll OF Jakob Marsee P Sean Burke P Eury Perez SS Geraldo Perdomo,,,
513,5220785744,worldofjp (3/5),0,72.25,1B Sal Stewart 2B Royce Lewis 3B Alec Bohm C Rafael Flores Jr. OF JJ Bleday OF Ceddanne Rafaela OF Brandon Marsh P Sean Burke P Ryan Weathers SS Edmundo Sosa,,,
515,5220770109,paulmgarcia420 (2/2),0,72.2,1B Alec Bohm 2B Ernie Clement 3B Austin Riley C Alejandro Kirk OF Byron Buxton OF Dylan Crews OF Steven Kwan P Dylan Cease P Sean Burke SS Javier Baez,,,
516,5220785667,LordofRings6 (2/2),0,71.8,1B Victor Caratini 2B Nick Sogard 3B Caleb Durbin C Rafael Flores Jr. OF Wilyer Abreu OF Ceddanne Rafaela OF Esmerlyn Valdez P Dylan Cease P Michael Soroka SS Andruw Monasterio,,,
517,5220778858,JGLspeaks (5/5),0,71.25,1B Bryce Harper 2B Ketel Marte 3B Bryson Stott C Gabriel Moreno OF Corbin Carroll OF Tim Tawa OF Jorge Barrosa P Sean Burke P Ryan Weathers SS Edmundo Sosa,,,
518,5220765734,stonenuts,0,71.05,1B Josh Bell 2B Chase Meidroth 3B Eugenio Suarez C Alejandro Kirk OF Fernando Tatis Jr. OF Ceddanne Rafaela OF Brett Bateman P Dylan Cease P Dean Kremer SS Francisco Lindor,,,
519,5220784019,Crazychigirl,0,70.5,1B Kyle Schwarber 2B Jake Cronenworth 3B Eugenio Suarez C J.T. Realmuto OF Bryce Harper OF Brandon Marsh OF Chase DeLauter P Dylan Cease P Andrew Painter SS Jim Jarvis,,,
520,5220785683,worldofjp (1/5),0,70.25,1B Sal Stewart 2B Royce Lewis 3B Alec Bohm C Rafael Flores Jr. OF Ceddanne Rafaela OF Brandon Marsh OF Carson Benge P Sean Burke P Ryan Weathers SS Edmundo Sosa,,,
520,5220785734,worldofjp (2/5),0,70.25,1B Sal Stewart 2B Royce Lewis 3B Alec Bohm C Rafael Flores Jr. OF Ceddanne Rafaela OF Brandon Marsh OF Carson Benge P Sean Burke P Ryan Weathers SS Edmundo Sosa,,,
520,5220787669,worldofjp (4/5),0,70.25,1B Sal Stewart 2B Royce Lewis 3B Alec Bohm C Rafael Flores Jr. OF Ceddanne Rafaela OF Brandon Marsh OF Carson Benge P Sean Burke P Ryan Weathers SS Edmundo Sosa,,,
520,5220787678,worldofjp (5/5),0,70.25,1B Sal Stewart 2B Royce Lewis 3B Alec Bohm C Rafael Flores Jr. OF Ceddanne Rafaela OF Brandon Marsh OF Carson Benge P Sean Burke P Ryan Weathers SS Edmundo Sosa,,,
524,5220767739,psumav (10/13),0,69.7,1B Kyle Schwarber 2B Ketel Marte 3B Bryson Stott C Gabriel Moreno OF Bryce Harper OF Corbin Carroll OF Jorge Barrosa P Christian Scott P Andrew Painter SS Geraldo Perdomo,,,
525,5220755371,rkadoerksen,0,69.25,1B Kazuma Okamoto 2B Xavier Edwards 3B Jose Ramirez C Freddy Fermin OF Corbin Carroll OF George Springer OF Brett Bateman P Sean Burke P Eury Perez SS Francisco Lindor,,,
525,5220767733,psumav (4/13),0,69.25,1B Kyle Schwarber 2B Jorge Polanco 3B Bo Bichette C J.T. Realmuto OF Bryce Harper OF Carson Benge OF A.J. Ewing P Christian Scott P Patrick Sandoval SS Francisco Lindor,,,
525,5220770390,wardsound (1/4),0,69.25,1B Ty France 2B Luis Arraez 3B Nolan Arenado C Gabriel Moreno OF Esmerlyn Valdez OF Braden Montgomery OF Brett Bateman P Sean Burke P Eury Perez SS Francisco Lindor,,,
525,5220784507,statis.official (9/12),0,69.25,1B Kyle Schwarber 2B Matt McLain 3B Bryson Stott C Gabriel Moreno OF Esteury Ruiz OF Luke Keaschall OF Tim Tawa P Sean Burke P Eury Perez SS Francisco Lindor,,,
525,5220784509,statis.official (11/12),0,69.25,1B Kyle Schwarber 2B Bryson Stott 3B Eugenio Suarez C Gabriel Moreno OF Esteury Ruiz OF Luke Keaschall OF Tim Tawa P Sean Burke P Eury Perez SS Geraldo Perdomo,,,
525,5220786131,psumav (11/13),0,69.25,1B Kyle Schwarber 2B Jorge Polanco 3B Bo Bichette C J.T. Realmuto OF Bryce Harper OF Carson Benge OF A.J. Ewing P Christian Scott P Patrick Sandoval SS Francisco Lindor,,,
531,5220788073,d9144 (9/12),0,68.75,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Drake Baldwin OF Fernando Tatis Jr. OF Michael Harris II OF Jackson Merrill P Sean Burke P Dean Kremer SS Jim Jarvis,,,
